date,nikkei,dow,usdjpy
1970-01-01,,,
1970-01-02,,809.2,
1970-01-03,,809.2,
1970-01-04,,809.2,
1970-01-05,2402.85,811.31,
1970-01-06,2406.22,803.66,
1970-01-07,2394.96,801.81,
1970-01-08,2283.68,802.07,
1970-01-09,2283.68,798.11,
1970-01-10,2283.68,798.11,
1970-01-11,2283.68,798.11,
1970-01-12,2324.24,790.52,
1970-01-13,2297.69,788.01,
1970-01-14,2288.14,787.16,
1970-01-15,2288.14,785.04,
1970-01-16,2286.45,782.6,
1970-01-17,2286.45,782.6,
1970-01-18,2286.45,782.6,
1970-01-19,2309.38,776.07,
1970-01-20,2309.94,777.85,
1970-01-21,2325.36,782.27,
1970-01-22,2322.58,786.1,
1970-01-23,2312,775.54,
1970-01-24,2312,775.54,
1970-01-25,2312,775.54,
1970-01-26,2316.71,768.88,
1970-01-27,2316.71,763.99,
1970-01-28,2324.77,758.84,
1970-01-29,2328.6,748.35,
1970-01-30,2296.43,744.06,
1970-01-31,2296.43,744.06,
1970-02-01,2296.43,744.06,
1970-02-02,2310.45,746.44,
1970-02-03,2296.68,757.46,
1970-02-04,2313.31,754.49,
1970-02-05,2306.78,750.26,
1970-02-06,2302.93,752.77,
1970-02-07,2302.93,752.77,
1970-02-08,2302.93,752.77,
1970-02-09,2306.4,755.68,
1970-02-10,2306.25,746.63,
1970-02-11,2306.25,757.33,
1970-02-12,2306.25,755.61,
1970-02-13,2298.65,753.3,
1970-02-14,2298.65,753.3,
1970-02-15,2298.65,753.3,
1970-02-16,2293.93,753.7,
1970-02-17,2294.71,747.43,
1970-02-18,2313.23,756.8,
1970-02-19,2324.4,757.92,
1970-02-20,2322.98,757.46,
1970-02-21,2322.98,757.46,
1970-02-22,2322.98,757.46,
1970-02-23,2361.47,757.46,
1970-02-24,2375.46,754.42,
1970-02-25,2383.18,768.28,
1970-02-26,2385.07,764.45,
1970-02-27,2385.07,777.59,
1970-02-28,2385.07,777.59,
1970-03-01,2385.07,777.59,
1970-03-02,2399.76,780.23,
1970-03-03,2396.64,787.42,
1970-03-04,2422.73,788.15,
1970-03-05,2423.37,787.55,
1970-03-06,2452.26,784.12,
1970-03-07,2452.26,784.12,
1970-03-08,2452.26,784.12,
1970-03-09,2455.17,778.31,
1970-03-10,2470.22,779.7,
1970-03-11,2458.13,778.12,
1970-03-12,2433.12,776.47,
1970-03-13,2446.36,772.11,
1970-03-14,2446.36,772.11,
1970-03-15,2446.36,772.11,
1970-03-16,2446.36,765.05,
1970-03-17,2468.84,767.42,
1970-03-18,2484.62,767.95,
1970-03-19,2490.47,764.98,
1970-03-20,2491.18,763.66,
1970-03-21,2491.18,763.66,
1970-03-22,2491.18,763.66,
1970-03-23,2495.18,763.6,
1970-03-24,2484.15,773.76,
1970-03-25,2481.01,790.13,
1970-03-26,2504.84,791.05,
1970-03-27,2485.36,791.05,
1970-03-28,2485.36,791.05,
1970-03-29,2485.36,791.05,
1970-03-30,2510.24,784.65,
1970-03-31,2510.24,785.57,
1970-04-01,2521.42,792.04,
1970-04-02,2522.84,792.37,
1970-04-03,2500.09,791.84,
1970-04-04,2500.09,791.84,
1970-04-05,2500.09,791.84,
1970-04-06,2534.45,791.18,
1970-04-07,2524.13,791.64,
1970-04-08,2529.65,791.64,
1970-04-09,2515.05,792.5,
1970-04-10,2513.94,790.46,
1970-04-11,2513.94,790.46,
1970-04-12,2513.94,790.46,
1970-04-13,2508.16,785.9,
1970-04-14,2502.03,780.56,
1970-04-15,2502.03,782.6,
1970-04-16,2502.65,775.87,
1970-04-17,2471.21,775.94,
1970-04-18,2471.21,775.94,
1970-04-19,2471.21,775.94,
1970-04-20,2470.67,775.87,
1970-04-21,2469.64,772.51,
1970-04-22,2436.4,762.61,
1970-04-23,2415.67,750.59,
1970-04-24,2422.86,747.29,
1970-04-25,2422.86,747.29,
1970-04-26,2422.86,747.29,
1970-04-27,2386.06,735.15,
1970-04-28,2315.43,724.33,
1970-04-29,2315.43,737.39,
1970-04-30,2114.32,736.07,
1970-05-01,2114.32,733.63,
1970-05-02,2114.32,733.63,
1970-05-03,2114.32,733.63,
1970-05-04,2114.32,714.56,
1970-05-05,2114.32,709.74,
1970-05-06,2191.39,718.39,
1970-05-07,2209.61,723.07,
1970-05-08,2190.54,717.73,
1970-05-09,2190.54,717.73,
1970-05-10,2190.54,717.73,
1970-05-11,2139.07,710.07,
1970-05-12,2149.43,704.59,
1970-05-13,2096.75,693.84,
1970-05-14,2048.72,684.79,
1970-05-15,2018.71,702.22,
1970-05-16,2018.71,702.22,
1970-05-17,2018.71,702.22,
1970-05-18,2047.9,702.81,
1970-05-19,2047.9,691.4,
1970-05-20,1983.78,676.55,
1970-05-21,1982.33,665.25,
1970-05-22,1989.34,662.17,
1970-05-23,1989.34,662.17,
1970-05-24,1989.34,662.17,
1970-05-25,1933.33,641.36,
1970-05-26,1946.48,631.16,
1970-05-27,1929.64,663.2,
1970-05-28,2009.1,684.15,
1970-05-29,2026.1,700.44,
1970-05-30,2026.1,700.44,
1970-05-31,2026.1,700.44,
1970-06-01,2082.37,710.36,
1970-06-02,2082.37,709.61,
1970-06-03,2109.23,713.86,
1970-06-04,2133.85,706.53,
1970-06-05,2123.82,695.03,
1970-06-06,2123.82,695.03,
1970-06-07,2123.82,695.03,
1970-06-08,2109.58,700.23,
1970-06-09,2091.83,700.16,
1970-06-10,2109.47,694.35,
1970-06-11,2029.41,684.42,
1970-06-12,2048.94,684.21,
1970-06-13,2048.94,684.21,
1970-06-14,2048.94,684.21,
1970-06-15,2072.8,687.36,
1970-06-16,2054.37,706.26,
1970-06-17,2054.37,704.68,
1970-06-18,2082.02,712.69,
1970-06-19,2113.22,720.43,
1970-06-20,2113.22,720.43,
1970-06-21,2113.22,720.43,
1970-06-22,2149.28,716.11,
1970-06-23,2131.89,698.11,
1970-06-24,2140.47,692.29,
1970-06-25,2143.45,693.59,
1970-06-26,2135.88,687.84,
1970-06-27,2135.88,687.84,
1970-06-28,2135.88,687.84,
1970-06-29,2131.81,682.91,
1970-06-30,2138.11,683.53,
1970-07-01,2148.79,687.64,
1970-07-02,2148.79,689.14,
1970-07-03,2135.25,689.14,
1970-07-04,2135.25,689.14,
1970-07-05,2135.25,689.14,
1970-07-06,2117.65,675.66,
1970-07-07,2116.86,669.36,
1970-07-08,2121.51,682.09,
1970-07-09,2111.1,692.77,
1970-07-10,2102.22,700.1,
1970-07-11,2102.22,700.1,
1970-07-12,2102.22,700.1,
1970-07-13,2110.01,702.22,
1970-07-14,2110.87,703.04,
1970-07-15,2087.99,711.66,
1970-07-16,2067.76,723.44,
1970-07-17,2067.76,735.08,
1970-07-18,2067.76,735.08,
1970-07-19,2067.76,735.08,
1970-07-20,2067.76,733.91,
1970-07-21,2148.94,722.07,
1970-07-22,2132.19,724.67,
1970-07-23,2125.62,732.68,
1970-07-24,2128.35,730.22,
1970-07-25,2128.35,730.22,
1970-07-26,2128.35,730.22,
1970-07-27,2130.05,730.08,
1970-07-28,2138.56,731.45,
1970-07-29,2132.43,735.56,
1970-07-30,2140.5,734.73,
1970-07-31,2159.16,734.12,
1970-08-01,2159.16,734.12,
1970-08-02,2159.16,734.12,
1970-08-03,2159.16,722.96,
1970-08-04,2164.21,725.9,
1970-08-05,2169.78,724.81,
1970-08-06,2147.73,722.82,
1970-08-07,2143.09,725.7,
1970-08-08,2143.09,725.7,
1970-08-09,2143.09,725.7,
1970-08-10,2141.38,713.92,
1970-08-11,2123.52,712.55,
1970-08-12,2122.83,710.64,
1970-08-13,2142.85,707.35,
1970-08-14,2136.15,710.84,
1970-08-15,2136.15,710.84,
1970-08-16,2136.15,710.84,
1970-08-17,2140.64,709.06,
1970-08-18,2140.64,716.66,
1970-08-19,2155.99,723.99,
1970-08-20,2161.43,729.6,
1970-08-21,2164.28,745.41,
1970-08-22,2164.28,745.41,
1970-08-23,2164.28,745.41,
1970-08-24,2168.15,759.58,
1970-08-25,2153.18,758.97,
1970-08-26,2153.36,760.47,
1970-08-27,2163.5,759.79,
1970-08-28,2157.84,765.81,
1970-08-29,2157.84,765.81,
1970-08-30,2157.84,765.81,
1970-08-31,2132.21,764.58,
1970-09-01,2130.54,758.15,
1970-09-02,2130.54,756.64,
1970-09-03,2139.05,765.27,
1970-09-04,2144.96,771.15,
1970-09-05,2144.96,771.15,
1970-09-06,2144.96,771.15,
1970-09-07,2150.54,771.15,
1970-09-08,2165.18,773.14,
1970-09-09,2176.99,766.43,
1970-09-10,2165.47,760.75,
1970-09-11,2157.26,761.84,
1970-09-12,2157.26,761.84,
1970-09-13,2157.26,761.84,
1970-09-14,2168.4,757.12,
1970-09-15,2168.4,750.55,
1970-09-16,2139.9,754.31,
1970-09-17,2136.8,757.67,
1970-09-18,2136.8,758.49,
1970-09-19,2136.8,758.49,
1970-09-20,2136.8,758.49,
1970-09-21,2076.99,751.92,
1970-09-22,2089.36,747.47,
1970-09-23,2089.36,754.38,
1970-09-24,2094,759.31,
1970-09-25,2065.02,761.77,
1970-09-26,2065.02,761.77,
1970-09-27,2065.02,761.77,
1970-09-28,2020.88,758.97,
1970-09-29,2065.44,760.88,
1970-09-30,2065.44,760.68,
1970-10-01,2061.65,760.68,
1970-10-02,2065.59,766.16,
1970-10-03,2065.59,766.16,
1970-10-04,2065.59,766.16,
1970-10-05,2065.59,776.7,
1970-10-06,2094.36,782.45,
1970-10-07,2083.16,783.68,
1970-10-08,2079.93,777.04,
1970-10-09,2081.32,768.69,
1970-10-10,2081.32,768.69,
1970-10-11,2081.32,768.69,
1970-10-12,2092.46,764.24,
1970-10-13,2094.48,760.06,
1970-10-14,2096.12,762.73,
1970-10-15,2118.4,767.87,
1970-10-16,2114.21,763.35,
1970-10-17,2114.21,763.35,
1970-10-18,2114.21,763.35,
1970-10-19,2133.03,756.5,
1970-10-20,2133.03,758.83,
1970-10-21,2106.84,759.65,
1970-10-22,2107.16,757.87,
1970-10-23,2101.68,759.38,
1970-10-24,2101.68,759.38,
1970-10-25,2101.68,759.38,
1970-10-26,2094.9,756.43,
1970-10-27,2095.19,754.45,
1970-10-28,2104.47,755.96,
1970-10-29,2117.26,753.56,
1970-10-30,2114.2,755.61,
1970-10-31,2114.2,755.61,
1970-11-01,2114.2,755.61,
1970-11-02,2139.32,758.01,
1970-11-03,2139.32,768.07,
1970-11-04,2143.72,770.81,
1970-11-05,2143.72,771.56,
1970-11-06,2136.59,771.97,
1970-11-07,2136.59,771.97,
1970-11-08,2136.59,771.97,
1970-11-09,2147.98,777.66,
1970-11-10,2142.73,777.38,
1970-11-11,2122.55,779.5,
1970-11-12,2109.99,768,
1970-11-13,2111.09,759.79,
1970-11-14,2111.09,759.79,
1970-11-15,2111.09,759.79,
1970-11-16,2098.45,760.13,
1970-11-17,2075.66,760.47,
1970-11-18,2087.88,754.24,
1970-11-19,2075.16,755.82,
1970-11-20,2075.16,761.57,
1970-11-21,2075.16,761.57,
1970-11-22,2075.16,761.57,
1970-11-23,2075.16,767.52,
1970-11-24,2060.03,772.73,
1970-11-25,2056.93,774.71,
1970-11-26,2041.15,774.71,
1970-11-27,2012.13,781.35,
1970-11-28,2012.13,781.35,
1970-11-29,2012.13,781.35,
1970-11-30,1990.47,794.09,
1970-12-01,2027.37,794.29,
1970-12-02,2017.12,802.64,
1970-12-03,1992.72,808.53,
1970-12-04,1989.69,816.06,
1970-12-05,1989.69,816.06,
1970-12-06,1989.69,816.06,
1970-12-07,1969.57,818.66,
1970-12-08,1963.4,815.1,
1970-12-09,1965.78,815.24,
1970-12-10,1973.16,821.06,
1970-12-11,2018.17,825.92,
1970-12-12,2018.17,825.92,
1970-12-13,2018.17,825.92,
1970-12-14,2015.91,823.18,
1970-12-15,1997.11,819.62,
1970-12-16,1973.41,819.07,
1970-12-17,1972.78,822.15,
1970-12-18,1977.56,822.77,
1970-12-19,1977.56,822.77,
1970-12-20,1977.56,822.77,
1970-12-21,1988.96,821.54,
1970-12-22,1979.71,822.77,
1970-12-23,1979.71,823.11,
1970-12-24,1987.96,828.38,
1970-12-25,1982.61,828.38,
1970-12-26,1982.61,828.38,
1970-12-27,1982.61,828.38,
1970-12-28,1987.14,830.91,
1970-12-29,1987.14,842,
1970-12-30,1987.14,841.32,
1970-12-31,1987.14,838.92,
1971-01-01,1987.14,838.92,
1971-01-02,1987.14,838.92,
1971-01-03,1987.14,838.92,
1971-01-04,1987.14,830.57,357.73
1971-01-05,1989.44,835.77,357.81
1971-01-06,1981.74,837.97,357.86
1971-01-07,2000.96,837.83,357.87
1971-01-08,2040.93,837.01,357.82
1971-01-09,2040.93,837.01,357.82
1971-01-10,2040.93,837.01,357.82
1971-01-11,2040.93,837.21,357.95
1971-01-12,2092.33,844.19,358.06
1971-01-13,2089.22,841.11,358.44
1971-01-14,2093.9,843.31,358.4
1971-01-15,2093.9,845.7,358.4
1971-01-16,2093.9,845.7,358.4
1971-01-17,2093.9,845.7,358.4
1971-01-18,2097.4,847.82,358.29
1971-01-19,2115.25,849.47,358.35
1971-01-20,2102.37,849.95,358.4
1971-01-21,2112.5,854.74,358.27
1971-01-22,2113.73,861.31,357.9
1971-01-23,2113.73,861.31,357.9
1971-01-24,2113.73,861.31,357.9
1971-01-25,2105.01,865.62,357.73
1971-01-26,2109.2,866.79,357.78
1971-01-27,2099.08,860.82,357.79
1971-01-28,2102.36,865.14,357.83
1971-01-29,2100.9,868.5,357.72
1971-01-30,2100.9,868.5,357.72
1971-01-31,2100.9,868.5,357.72
1971-02-01,2104.88,877.81,357.67
1971-02-02,2113.55,874.59,357.55
1971-02-03,2129.73,876.23,357.54
1971-02-04,2133.34,874.79,357.51
1971-02-05,2125.16,876.57,357.53
1971-02-06,2125.16,876.57,357.53
1971-02-07,2125.16,876.57,357.53
1971-02-08,2128.25,882.12,357.49
1971-02-09,2122.66,879.79,357.5
1971-02-10,2139.29,881.09,357.5
1971-02-11,2139.29,885.34,357.5
1971-02-12,2149.88,888.83,357.5
1971-02-13,2149.88,888.83,357.5
1971-02-14,2149.88,888.83,357.5
1971-02-15,2166.64,888.83,357.5
1971-02-16,2173.28,890.06,357.53
1971-02-17,2166.69,887.87,357.53
1971-02-18,2202.89,885.06,357.53
1971-02-19,2213.39,878.56,357.56
1971-02-20,2213.39,878.56,357.56
1971-02-21,2213.39,878.56,357.56
1971-02-22,2230.09,868.98,357.6
1971-02-23,2204.33,870,357.55
1971-02-24,2184.5,875.62,357.6
1971-02-25,2216.65,881.98,357.56
1971-02-26,2232.42,878.83,357.56
1971-02-27,2232.42,878.83,357.56
1971-02-28,2232.42,878.83,357.56
1971-03-01,2256.05,882.53,357.63
1971-03-02,2246.61,883.01,357.56
1971-03-03,2268.59,882.39,357.49
1971-03-04,2275.28,891.36,357.45
1971-03-05,2256.43,898,357.59
1971-03-06,2256.43,898,357.59
1971-03-07,2256.43,898,357.59
1971-03-08,2273.38,898.62,357.55
1971-03-09,2271.16,899.1,357.46
1971-03-10,2305.59,895.88,357.59
1971-03-11,2309.1,899.44,357.56
1971-03-12,2316.21,898.34,357.58
1971-03-13,2316.21,898.34,357.58
1971-03-14,2316.21,898.34,357.58
1971-03-15,2301.4,908.2,357.54
1971-03-16,2320.01,914.64,357.49
1971-03-17,2317.36,914.02,357.53
1971-03-18,2319.54,916.83,357.56
1971-03-19,2341.9,912.92,357.56
1971-03-20,2341.9,912.92,357.56
1971-03-21,2341.9,912.92,357.56
1971-03-22,2341.9,910.6,357.44
1971-03-23,2345.27,908.89,357.53
1971-03-24,2364.06,899.37,357.53
1971-03-25,2372.24,900.81,357.47
1971-03-26,2390.02,903.48,357.47
1971-03-27,2390.02,903.48,357.47
1971-03-28,2390.02,903.48,357.47
1971-03-29,2404.65,903.48,357.44
1971-03-30,2401.33,903.39,357.49
1971-03-31,2403.3,904.37,357.42
1971-04-01,2414.04,903.88,357.49
1971-04-02,2415.73,903.04,357.53
1971-04-03,2415.73,903.04,357.53
1971-04-04,2415.73,903.04,357.53
1971-04-05,2373.42,905.07,357.5
1971-04-06,2404.66,912.73,357.46
1971-04-07,2416.92,918.49,357.55
1971-04-08,2413.93,920.39,357.55
1971-04-09,2401.44,920.39,357.5
1971-04-10,2401.44,920.39,357.5
1971-04-11,2401.44,920.39,357.5
1971-04-12,2435.32,926.64,357.5
1971-04-13,2428.48,927.28,357.62
1971-04-14,2437.53,932.55,357.58
1971-04-15,2457.36,938.17,357.5
1971-04-16,2464.1,940.21,357.54
1971-04-17,2464.1,940.21,357.54
1971-04-18,2464.1,940.21,357.54
1971-04-19,2439.95,948.85,357.49
1971-04-20,2374.67,944.42,357.49
1971-04-21,2431.73,941.33,357.49
1971-04-22,2416.99,940.63,357.49
1971-04-23,2433.33,947.79,357.49
1971-04-24,2433.33,947.79,357.49
1971-04-25,2433.33,947.79,357.49
1971-04-26,2436.93,944,357.5
1971-04-27,2445.93,947.09,357.49
1971-04-28,2450.74,950.82,357.5
1971-04-29,2450.74,948.15,357.41
1971-04-30,2468.18,941.75,357.4
1971-05-01,2468.18,941.75,357.4
1971-05-02,2468.18,941.75,357.4
1971-05-03,2468.18,932.41,357.41
1971-05-04,2468.18,938.45,357.4
1971-05-05,2468.18,939.92,357.4
1971-05-06,2481.67,937.39,357.41
1971-05-07,2444.81,936.97,357.41
1971-05-08,2444.81,936.97,357.41
1971-05-09,2444.81,936.97,357.41
1971-05-10,2390.22,932.55,357.14
1971-05-11,2402.37,937.25,357.44
1971-05-12,2431.28,937.46,357.53
1971-05-13,2428.01,936.34,357.49
1971-05-14,2415.2,936.06,357.49
1971-05-15,2415.2,936.06,357.49
1971-05-16,2415.2,936.06,357.49
1971-05-17,2417.62,921.3,357.4
1971-05-18,2391.22,918.56,357.44
1971-05-19,2365.92,920.04,357.4
1971-05-20,2388.51,923.41,357.46
1971-05-21,2385.21,921.87,357.4
1971-05-22,2385.21,921.87,357.4
1971-05-23,2385.21,921.87,357.4
1971-05-24,2398.48,913.15,357.4
1971-05-25,2404.77,906.69,357.4
1971-05-26,2408.8,906.41,357.44
1971-05-27,2420.18,905.78,357.4
1971-05-28,2432.72,907.81,357.4
1971-05-29,2432.72,907.81,357.4
1971-05-30,2432.72,907.81,357.4
1971-05-31,2456.33,907.81,357.4
1971-06-01,2455.95,913.65,357.46
1971-06-02,2475.93,919.62,357.4
1971-06-03,2473.91,921.3,357.46
1971-06-04,2490.39,922.15,357.4
1971-06-05,2490.39,922.15,357.4
1971-06-06,2490.39,922.15,357.4
1971-06-07,2506.06,923.06,357.4
1971-06-08,2504.31,915.01,357.4
1971-06-09,2508.94,912.46,357.4
1971-06-10,2523.84,915.96,357.4
1971-06-11,2528.79,916.47,357.4
1971-06-12,2528.79,916.47,357.4
1971-06-13,2528.79,916.47,357.4
1971-06-14,2531.49,907.71,357.4
1971-06-15,2542.13,907.2,357.46
1971-06-16,2555.05,908.59,357.46
1971-06-17,2581.03,906.25,357.46
1971-06-18,2584.49,889.16,357.4
1971-06-19,2584.49,889.16,357.4
1971-06-20,2584.49,889.16,357.4
1971-06-21,2587.58,876.53,357.4
1971-06-22,2586.58,874.42,357.4
1971-06-23,2600.49,879.45,357.4
1971-06-24,2584.51,877.26,357.4
1971-06-25,2600.32,876.68,357.4
1971-06-26,2600.32,876.68,357.4
1971-06-27,2600.32,876.68,357.4
1971-06-28,2628.46,873.1,357.37
1971-06-29,2625.14,882.3,357.39
1971-06-30,2637.35,891.14,357.4
1971-07-01,2651.06,893.03,357.4
1971-07-02,2647.2,890.19,357.4
1971-07-03,2647.2,890.19,357.4
1971-07-04,2647.2,890.19,357.4
1971-07-05,2630.44,890.19,357.4
1971-07-06,2571.37,892.3,357.45
1971-07-07,2637.15,895.88,357.46
1971-07-08,2638.74,900.99,357.46
1971-07-09,2659.57,901.8,357.4
1971-07-10,2659.57,901.8,357.4
1971-07-11,2659.57,901.8,357.4
1971-07-12,2686.42,903.4,357.41
1971-07-13,2675.85,892.38,357.44
1971-07-14,2685.35,891.21,357.4
1971-07-15,2664.2,888.87,357.4
1971-07-16,2670.88,888.51,357.4
1971-07-17,2670.88,888.51,357.4
1971-07-18,2670.88,888.51,357.4
1971-07-19,2692.63,886.39,357.39
1971-07-20,2692.63,892.3,357.39
1971-07-21,2643.14,890.84,357.4
1971-07-22,2669.03,886.68,357.37
1971-07-23,2671.37,887.78,357.36
1971-07-24,2671.37,887.78,357.36
1971-07-25,2671.37,887.78,357.36
1971-07-26,2673.84,888.87,357.4
1971-07-27,2678,880.7,357.37
1971-07-28,2681.25,872.01,357.4
1971-07-29,2683.24,861.42,357.4
1971-07-30,2661.59,858.43,357.39
1971-07-31,2661.59,858.43,357.39
1971-08-01,2661.59,858.43,357.39
1971-08-02,2640.68,864.92,357.41
1971-08-03,2640.45,850.03,357.37
1971-08-04,2630.09,844.92,357.37
1971-08-05,2634.18,849.45,357.37
1971-08-06,2648.53,850.61,357.37
1971-08-07,2648.53,850.61,357.37
1971-08-08,2648.53,850.61,357.37
1971-08-09,2698.27,842.65,357.35
1971-08-10,2690.14,839.59,357.39
1971-08-11,2699.42,846.38,357.35
1971-08-12,2704.9,859.01,357.4
1971-08-13,2727.8,856.02,357.35
1971-08-14,2727.8,856.02,357.35
1971-08-15,2727.8,856.02,357.35
1971-08-16,2530.48,888.95,357.35
1971-08-17,2440.82,899.9,357.35
1971-08-18,2328.28,886.17,357.35
1971-08-19,2190.16,880.77,357.35
1971-08-20,2283.88,880.91,357.35
1971-08-21,2283.88,880.91,357.35
1971-08-22,2283.88,880.91,357.35
1971-08-23,2163.79,892.38,357.35
1971-08-24,2162.82,904.13,357.35
1971-08-25,2233.9,908.37,357.35
1971-08-26,2282.34,906.1,357.35
1971-08-27,2267.19,908.15,357.35
1971-08-28,2267.19,908.15,357.35
1971-08-29,2267.19,908.15,357.35
1971-08-30,2303.91,901.43,357.35
1971-08-31,2297.06,898.07,339.85
1971-09-01,2348.01,899.02,341.01
1971-09-02,2352.27,900.63,338.98
1971-09-03,2346.77,912.75,340.14
1971-09-04,2346.77,912.75,340.14
1971-09-05,2346.77,912.75,340.14
1971-09-06,2365.58,912.75,340.14
1971-09-07,2341.73,916.47,339.79
1971-09-08,2325.52,920.93,339.39
1971-09-09,2341.19,915.89,339.07
1971-09-10,2321.79,911,338.81
1971-09-11,2321.79,911,338.81
1971-09-12,2321.79,911,338.81
1971-09-13,2351.15,909.39,338.98
1971-09-14,2364.65,901.65,338.24
1971-09-15,2364.65,904.86,338.41
1971-09-16,2347.35,903.11,337.84
1971-09-17,2352.31,908.22,337.95
1971-09-18,2352.31,908.22,337.95
1971-09-19,2352.31,908.22,337.95
1971-09-20,2377.05,905.15,337.27
1971-09-21,2372.99,903.4,337.34
1971-09-22,2360.86,893.55,337.44
1971-09-23,2360.86,891.28,337.27
1971-09-24,2363.97,889.31,336.98
1971-09-25,2363.97,889.31,336.98
1971-09-26,2363.97,889.31,336.98
1971-09-27,2351.96,883.47,336.25
1971-09-28,2393.56,884.42,336.36
1971-09-29,2420.36,883.83,335.57
1971-09-30,2428.25,887.19,335.35
1971-10-01,2429.31,893.98,333.39
1971-10-02,2429.31,893.98,333.39
1971-10-03,2429.31,893.98,333.39
1971-10-04,2412.65,895.66,333.17
1971-10-05,2407.84,891.14,333.14
1971-10-06,2401.97,900.55,332.65
1971-10-07,2401.68,901.8,332.61
1971-10-08,2372.48,893.91,332.37
1971-10-09,2372.48,893.91,332.37
1971-10-10,2372.48,893.91,332.37
1971-10-11,2372.48,891.94,332.37
1971-10-12,2352.6,893.55,330.52
1971-10-13,2312.69,888.8,331.4
1971-10-14,2305.86,878.36,330.85
1971-10-15,2254.94,874.58,330.58
1971-10-16,2254.94,874.58,330.58
1971-10-17,2254.94,874.58,330.58
1971-10-18,2255.18,872.44,329.6
1971-10-19,2228.33,868.43,330.85
1971-10-20,2227.25,855.65,331.07
1971-10-21,2240.45,854.85,330.79
1971-10-22,2259.52,852.37,330.36
1971-10-23,2259.52,852.37,330.36
1971-10-24,2259.52,852.37,330.36
1971-10-25,2253.69,848.5,330.36
1971-10-26,2236.89,845.36,329
1971-10-27,2229.35,836.38,329.54
1971-10-28,2253.28,837.62,329.71
1971-10-29,2278.46,839,329.5
1971-10-30,2278.46,839,329.5
1971-10-31,2278.46,839,329.5
1971-11-01,2279.04,825.86,329.45
1971-11-02,2254.93,827.98,329.45
1971-11-03,2254.93,842.58,329.5
1971-11-04,2228.78,843.17,330.87
1971-11-05,2234.11,840.39,329.16
1971-11-06,2234.11,840.39,329.16
1971-11-07,2234.11,840.39,329.16
1971-11-08,2236.24,837.54,329.22
1971-11-09,2252.18,837.91,329.16
1971-11-10,2282.2,826.15,329.11
1971-11-11,2298.26,814.91,329.11
1971-11-12,2307.82,812.94,329.49
1971-11-13,2307.82,812.94,329.49
1971-11-14,2307.82,812.94,329.49
1971-11-15,2329.14,810.53,328.73
1971-11-16,2326.54,818.71,328.62
1971-11-17,2371.74,822.14,328.8
1971-11-18,2391.9,815.35,328.68
1971-11-19,2378.79,810.67,328.4
1971-11-20,2378.79,810.67,328.4
1971-11-21,2378.79,810.67,328.4
1971-11-22,2408.11,803.15,328.41
1971-11-23,2408.11,797.97,328.19
1971-11-24,2404.68,798.63,328.04
1971-11-25,2418.68,798.63,328.04
1971-11-26,2413.75,816.59,327.6
1971-11-27,2413.75,816.59,327.6
1971-11-28,2413.75,816.59,327.6
1971-11-29,2450.74,829.73,327.06
1971-11-30,2442.71,831.34,327.44
1971-12-01,2455.79,846.01,327.6
1971-12-02,2480.56,848.79,326
1971-12-03,2441.58,859.59,325.1
1971-12-04,2441.58,859.59,325.1
1971-12-05,2441.58,859.59,325.1
1971-12-06,2475.71,855.72,326.53
1971-12-07,2481.69,857.4,323.62
1971-12-08,2453.69,854.85,323.5
1971-12-09,2477.93,852.16,323.52
1971-12-10,2482.47,856.75,323.1
1971-12-11,2482.47,856.75,323.1
1971-12-12,2482.47,856.75,323.1
1971-12-13,2496.72,858.79,322.79
1971-12-14,2490.79,855.14,322.58
1971-12-15,2491,863.76,321.54
1971-12-16,2468.11,871.39,320
1971-12-17,2480.25,873.8,320.36
1971-12-18,2480.25,873.8,320.36
1971-12-19,2480.25,873.8,320.36
1971-12-20,2487.59,885.01,320.36
1971-12-21,2554.02,888.32,314.98
1971-12-22,2586.33,884.86,314.96
1971-12-23,2586.33,881.17,315.01
1971-12-24,2658.71,881.17,315.21
1971-12-25,2658.71,881.17,315.21
1971-12-26,2658.71,881.17,315.21
1971-12-27,2693.49,881.47,314.96
1971-12-28,2713.74,889.98,315.01
1971-12-29,2713.74,893.66,315.21
1971-12-30,2713.74,889.07,315.01
1971-12-31,2713.74,890.2,315.01
1972-01-01,2713.74,890.2,315.01
1972-01-02,2713.74,890.2,315.01
1972-01-03,2713.74,889.3,314.86
1972-01-04,2712.31,892.23,314.96
1972-01-05,2727.87,904.43,314.86
1972-01-06,2754.89,908.49,312.01
1972-01-07,2762.49,910.37,312.5
1972-01-08,2762.49,910.37,312.5
1972-01-09,2762.49,910.37,312.5
1972-01-10,2762.49,907.96,312.99
1972-01-11,2769.62,912.1,314.47
1972-01-12,2799.48,910.82,313.48
1972-01-13,2812.86,905.18,313.97
1972-01-14,2823.53,906.68,312.99
1972-01-15,2823.53,906.68,312.99
1972-01-16,2823.53,906.68,312.99
1972-01-17,2799.74,911.12,313.38
1972-01-18,2805.43,917.22,312.89
1972-01-19,2820.98,914.96,312.79
1972-01-20,2840.86,910.3,312.01
1972-01-21,2822.54,907.44,312.3
1972-01-22,2822.54,907.44,312.3
1972-01-23,2822.54,907.44,312.3
1972-01-24,2800.06,896.82,312.21
1972-01-25,2814.38,894.72,311.82
1972-01-26,2832.89,889.15,311.53
1972-01-27,2839.04,899.83,310.08
